Name,Price,Warranty,Brand,Purpose,Color,gen,CPU,Number of cores,Clock,Cache,OS,Ram,Max Ram,Display Size,Touchable,Display Res,Integrated Graphics,AddGraphics,VGA Memory,HDD,SSD,Optical Disk,Number Keys,LED,USB Ports,HDMI Ports,LANPorts,VGAPorts,Weight,Cells pin,VR support
Máy xách tay/ Laptop Lenovo Ideapad 320-14IKBN-80XK0047VN (i5-7200U) (Đen),11.990.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,2,Không
Máy xách tay/ Laptop Asus S510UA-BQ111T (I3-7100U) (Vàng ??ng),11.690.000 ?,24,Asus,Office,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,4,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 80XL03P3VN (i3-7130U) (Đen),9.990.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i3 7th Gen,i3-7130U,2,2.7 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Có,Không có,3,1,Không,Không,2.1kg,2,Không
Máy xách tay/ Laptop Acer E5-575G-50TH (NX.GL9SV.003) (Xám),10.790.000 ?,12,Acer,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,4,1,Có,Không,2.23kg,4,Không
Máy xách tay/ Laptop Dell XPS13 9370-415PX2 (I7-8550U) (Bạc),54.990.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,16GB,Đang cập nhật,"13.3""",Có,3840 x 2160,Intel UHD Graphics 620,Không có,Không,Không có,512GB,Không,Không,Không có,3,0,Không,Không,1.23kg,4,Không
Máy xách tay/ Laptop HP Pavilion 14-bf115TU (3MS11PA) (Bạc),15.290.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.63kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 14 7460-N4I5259W (??ng),16.490.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,nvidia geforce 940mx,2GB,500GB,128GB,Không,Không,Không có,3,1,Có,Không,1.6kg,3,Không
Máy xách tay/ Laptop MSI GV62 7RD-1883XVN (I5-7300HQ),21.990.000 ?,24,MSI,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050,4GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.3kg,6,Không
Máy xách tay/ Laptop MSI GV72 7RE-1424XVN (I7-7700HQ),25.990.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,8GB,32GB,"17.3""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA GeForce GTX 1050Ti,4GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.2kg,6,Không
Máy xách tay/ Laptop MSI GS63 7RD- 093XVN (I7-7700HQ) (Đen),27.490.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050,2GB,1TB,Không có,Không,Có,RGB,4,1,Có,Không,1.8kg,3,Không
Máy xách tay/ Laptop MSI GP62M 7REX-1497XVN (I7-7700HQ),28.990.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,16GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA GeForce GTX 1050Ti,4GB,1TB,128GB,Không,Có,RGB,3,1,Có,Không,2.2kg,6,Không
Máy xách tay/ Laptop Lenovo Ideapad 320S-14IKB-80X4003CVN (i3-7100U) (Xám),10.600.000 ?,12,Lenovo,Multimedia,Xám,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,2,Không
Máy xách tay/ Laptop Dell Inspiron 13 7370-7D61Y1 (Bạc),28.990.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,2,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop HP Probook 450 G5-2XR67PA (Bạc),24.690.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 930MX,2GB,1TB,128GB,Không,Có,Không có,4,1,Có,Có,2.1 kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 520-15IKB 81BF0091VN (i5-8250U) (Vàng),16.000.000 ?,12,LENOVO,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,2.4kg,2,Không
Máy xách tay/ Laptop Acer SA5-271-31TG (NT.LCDSV.002) I3-6100U (Xám),16.990.000 ?,12,Acer,Multimedia,Xám,Intel Core i3 6th Gen,i3-6100U,2,2.3 GHz,3MB,Windows 10,4GB,Đang cập nhật,"12.0""",Có,2160 x 1440,Intel HD Graphics 520,Không có,Không,Không có,128GB,Không,Không,Không có,3,0,Có,Không,1.25 kg,2,Không
Máy xách tay/ Laptop HP 14-am121TU (Z4Q99PA) (Trắng),11.290.000 ?,12,HP,Multimedia,Trắng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Có,Có,1.94kg,4,Không
Máy xách tay/ Laptop Fujitsu Lifebook E557-L00E557VN00000017 (I5-7200U) (Đen),24.490.000 ?,12,Fujitsu,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Có,Không có,3,0,Có,Có,2.25kg,4,Không
Máy xách tay/ Laptop Asus UX430UN-GV069T (I5-8250U) (Xanh),23.490.000 ?,24,Asus,Office,Xanh,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce MX150,2GB,Không có,256GB,Không,Không,Không có,3,1,Không,Không,1.25kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKB-80X8005SVN (I5-7200U) (Vàng),15.900.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1920 x 1080,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.35kg,3,Không
Máy xách tay/ Laptop HP Pavilion 14-bf022TU (2JQ05PA) (Vàng),15.090.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Có,1.63kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKBR-81C8006AVN (I5-8250U) (Vàng),15.900.000 ?,12,LENOVO,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"14.0""",Có,1920 x 1028,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop HP 15-bs587TX (2GE44PA) (Bạc),16.890.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,AMD Radeon 520,2GB,1TB,Không có,Có,Có,Không có,3,1,Có,Có,1.9kg,4,Không
Máy xách tay/ Laptop HP Spectre x360 13-ae081TU (3CH52PA) (Đen),42.490.000 ?,12,HP,Multimedia,Đen,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,0,Không,Không,0.9kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-cc138TX (3CH58PA) (Xám),15.190.000 ?,12,HP,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Có,Không có,3,1,Có,Không,1.96kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 110-15IBR-80T700AYVN (N3710) (Đen),6.290.000 ?,12,LENOVO,Multimedia,Đen,Intel Pentium,N3710,4,1.6 GHz,4MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Có,Không có,2,1,Có,Không,2.2kg,3,Không
Máy xách tay/ Laptop HP 15-bs557TU (2GE40PA) (Bạc),10.490.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,2,1,Có,Không,1.9kg,4,Không
Máy xách tay/ Laptop Asus X541UJ-DM544T (I3-6006U) (Đen),10.690.000 ?,24,Asus,Office,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,NVIDIA GeForce 920M,2GB,500GB,Không có,Có,Có,Không có,3,1,Có,Có,2kg,3,Không
Máy xách tay/ Laptop HP Probook 440 G5-2ZD38PA (Bạc),21.690.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 510-15IKB-80SV00QSVN (i7-7500U) (Bạc),18.400.000 ?,24,Lenovo,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce GTX 940MX,2GB,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop HP Probook 440 G5-2XR69PA (Bạc),23.490.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,128GB,Không,Không,Không có,3,1,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop Asus UX430UN-GV097T (I7-8550U) (Xanh),26.990.000 ?,24,Asus,Multimedia,Xanh,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,4MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce MX150,2GB,Không có,256GB,Không,Không,Không có,3,1,Có,Có,1.25kg,3,Không
Máy xách tay/ Laptop Asus GL503VM-GZ254T (I7-7700HQ) (Đen),39.990.000 ?,24,Asus,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Windows 10,16GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce GTX 1060,6GB,1TB,256GB,Không,Có,Đơn sắc,5,1,Không,Không,2.3kg,4,Không
Máy xách tay/ Laptop HP Probook 430 G5-2ZD50PA (Bạc),16.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.6kg,3,Không
Máy xách tay/ Laptop Asus X441NA-GA017T (N3350) (Vàng ??ng),6.490.000 ?,24,Asus,Multimedia,Vàng,Intel Celeron,N3350,2,1.1 GHz,2MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 500,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Có,Có,1.35kg,3,Không
Máy xách tay/ Laptop Asus K450CC-WX263D (I3-3217U) (Xám),10.800.000  ?,24,Asus,Multimedia,Xám,Intel Core i3 3th Gen,i3-3217,2,1.8 GHz,3MB,Windows 8,4GB,8GB,"14.0""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 740M,2GB,500GB,Không có,Có,Không,Không có,2,1,Có,Có,2.1000000000000001,6,Không
Máy xách tay/ Laptop Dell Vostro 5568-077M52 (I5-7200U) (Vàng),17.490.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,NVIDIA geforce gtx 940mx,2GB,1TB,Không có,Không,Có,Không có,4,1,Có,Không,1.98kg,3,Không
Máy xách tay/ Laptop Acer Nitro 5 AN515-51-5775 (NH.Q2SSV.004) (Đen),19.999.000 ?,12,Acer,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050,2GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.4kg,4,Không
Máy xách tay/ Laptop Dell Vostro 15 3568-XF6C621 (I7-7500U) (Đen),16.940.000 ?,12,Dell,Multimedia,Đen,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Radeon R5 M420,2GB,1TB,Không có,Có,Có,Không có,3,1,Có,Có,2.18kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 13 5378-C3TI7007W (Xám),22.990.000 ?,12,Dell,Multimedia,Xám,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.6kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 13 5378-C3TI7007W (Xám),22.990.000 ?,12,Dell,Multimedia,Xám,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.6kg,3,Không
Máy xách tay/ Laptop Dell Vostro 5468-VTI5019W (Vàng ??ng),16.290.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Asus X510UQ-BR570 (I5-7200U) (Xám),13.990.000 ?,24,Asus,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop Asus X510UA-BR081 (I5-7200U) (Xám),13.290.000 ?,24,Asus,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,4,0,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop Dell Vostro 3568-V3568B (Đen),15.390.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,AMD Radeon R5 M420,2GB,1TB,Không có,Có,Không,Không có,2,0,Có,Không,1.35kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 15 7577-N7577A (Đen),29.490.000 ?,12,Dell,Multimedia,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Windows 10,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050Ti,4GB,1TB,128GB,Không,Có,Không có,3,1,Có,Không,2.85kg,6,Không
Máy xách tay/ Laptop Dell Vostro 5568-077M512 (I3-7100U) (Vàng),14.590.000 ?,12,Dell,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,nvidia geforce 940m,2GB,1TB,Không có,Có,Có,Không có,3,1,Có,Có,2.3kg,4,Không
Máy xách tay/ Laptop Dell Vostro 5468-V5468B (Vàng ??ng),18.090.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop HP Envy 13-ad138TU (3CH45PA) (Vàng ??ng),19.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,128GB,Không,Không,Không có,3,0,Không,Không,1.23kg,6,Không
Máy xách tay/ Laptop Acer E5-475G-51Z4 (NX.GCPSV.001),12.990.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,16GB,"14.0""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,3,0,Có,Không,2.1kg,4,Không
Máy xách tay/ Laptop Acer A515-51G-55J6 (NX.GPDSV.005) (Xám),13.699.000 ?,12,Acer,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Có,Không có,2,1,Có,Không,2.1 kg,4,Không
Máy xách tay/ Laptop HP Pavilion 15-au109TU (Y4G14PA) (Bạc),11.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Có,Không,2.0 kg,2,Không
Máy xách tay/ Laptop Lenovo Ideapad 320S-13IKB-81AK009EVN (i5-8250U) (Xám),14.990.000 ?,12,Lenovo,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,Không có,128GB,Không,Không,Không có,2,1,Không,Không,1.25kg,3,Không
Máy xách tay/ Laptop HP Envy 13-ad159TU (3MR74PA) (Vàng ??ng),20.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,8GB,"13.3""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,4,0,Có,Không,1.23kg,6,Không
Máy xách tay/ Laptop Acer ES1-533-P6L2 (NX.GFTSV.008) (Đen),7.490.000 ?,12,Acer,Multimedia,Đen,Intel Pentium,N4200,4,1.1 GHz,2MB,Windows 10,4GB,8GB,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Có,Không có,3,1,Không,Không,2.4kg,2,Không
Máy xách tay/ Laptop HP Pavilion 14-bf117TU (3MS09PA) (Hồng),15.290.000 ?,12,HP,Multimedia,Hồng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.36kg,3,Không
Máy xách tay/ Laptop MSI GV62 7RD-1882XVN (I7-7700HQ),22.990.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA Geforce GTX 1050,4GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.3kg,6,Không
Máy xách tay/ Laptop Dell Inspiron 15 3567 (F3567-70119158) (Đen),14.490.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Radeon R5 M430,2GB,500GB,Không có,Có,Có,Không có,3,1,Có,Không,2.3kg,4,Không
Máy xách tay/ Laptop Lenovo Thinkpad E470-20H10034VN (I5-7200U) (Đen),14.590.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.87kg,4,Không
Máy xách tay/ Laptop Dell Vostro 5468-VTI5019 (Vàng ??ng),15.090.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Có,1.6kg,3,Không
Máy xách tay/ Laptop Dell Vostro 5568-V5568E,13.390.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Có,Không có,4,1,Có,Có,2.1kg,3,Không
Máy xách tay/ Laptop HP Probook 440 G5-2ZD35PA (Bạc),15.390.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop HP 15-bs559TU (2GE42PA) (Bạc),12.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,1.9kg,4,Không
Máy xách tay/ Laptop HP Pavilion 15-cc107TU (3CH56PA) (Xám),14.390.000 ?,12,HP,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.12kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-cc136TX (3CH62PA) (Vàng),15.290.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Có,Có,Không có,3,1,Có,Có,2.12kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-cc105TU (3CH59PA) (Vàng),13.590.000 ?,12,HP,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,1.96kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 110-14IBR-80T600AFVN (N3710) (Đen),6.600.000 ?,12,Lenovo,Multimedia,Đen,Intel Pentium,N3710,4,1.6 GHz,2MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Không,Không có,2,1,Không,Không,1.9kg,3,Không
Máy xách tay/ Laptop HP Pavilion 14-bf014TU (2GE46PA) (Vàng),11.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,1.63kg,3,Không
Máy xách tay/ Laptop HP 14-bs563TU (2GE31PA) (Vàng),9.790.000 ?,12,HP,Multimedia,Vàng,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,4,Không
